Centro;Almacen;Material;St.Valorad;UM;St.traslad;UM;Desc.Mat.;Jer.Prod.;Lote;Creacion;UltimaMod;Periodo;Mes;NºPiezas;NºPaquete;Certifica
TMT1;0055;000000000000798511;5,001;M3;0,000;;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;MAMDFMDF01MF010392;3124214022;08-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000000798511;1,954;M3;0,000;;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;MAMDFMDF01MF010392;3124214039;08-09-2026;00000000;2026;9;25,01;0,39;No certificado
TMT1;0055;000000000000798511;3,438;M3;0,000;;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;MAMDFMDF01MF010392;3124214058;27-08-2026;00000000;2026;8;44,00;0,69;No certificado
TMT1;0055;000000000000798511;0,234;M3;0,000;;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;MAMDFMDF01MF010392;3124214178;31-08-2026;00000000;2026;9;2,99;0,05;No certificado
TMT1;0055;000000000000798511;3,282;M3;0,000;;TRU UL C2 S/F 4270x1220x15/1RA/TA64L2;MAMDFMDF01MF010392;3124214179;31-08-2026;00000000;2026;8;42,00;0,66;No certificado
TMT1;0055;000000000000798521;1,312;M3;0,000;;TRU UL C2 S/F 4270x1220x14/1RA/TA69;MAMDFMDF01MF010392;3124042835;25-02-2026;00000000;2026;6;17,99;0,26;No certificado
TMT1;0055;000000000000798537;0,703;M3;0,000;;TRU UL C2 S/F 2135x1220x15/1RA/TA64;MAMDFMDF01MF010564;3124040017;09-02-2026;00000000;2026;2;17,99;0,28;No certificado
TMT1;0055;000000000000798537;1,094;M3;0,000;;TRU UL C2 S/F 2135x1220x15/1RA/TA64;MAMDFMDF01MF010564;3124046208;27-02-2026;00000000;2026;7;28,00;0,44;No certificado
TMT1;0055;000000000000798537;0,039;M3;0,000;;TRU UL C2 S/F 2135x1220x15/1RA/TA64;MAMDFMDF01MF010564;3124152581;16-06-2026;00000000;2026;7;1,00;0,02;No certificado
TMT1;0055;000000000000798537;0,469;M3;0,000;;TRU UL C2 S/F 2135x1220x15/1RA/TA64;MAMDFMDF01MF010564;3124160504;27-08-2026;00000000;2026;8;12,00;0,19;No certificado
TMT1;0055;000000000000798537;0,038;M3;0,000;;TRU UL C2 S/F 2135x1220x15/1RA/TA64;MAMDFMDF01MF010564;3124160516;01-07-2026;00000000;2026;8;0,97;0,02;No certificado
TMT1;0055;000000000000876899;4,340;M3;0,000;;TRU UL C2 S/F 3660x1220x18/1RA/TA54;MAMDFMDF01MF010387;3124063426;05-06-2026;00000000;2026;6;54,00;1,00;No certificado
TMT1;0055;000000000000876899;4,340;M3;0,000;;TRU UL C2 S/F 3660x1220x18/1RA/TA54;MAMDFMDF01MF010387;3124063429;05-06-2026;00000000;2026;6;54,00;1,00;No certificado
TMT1;0055;000000000000876899;0,482;M3;0,000;;TRU UL C2 S/F 3660x1220x18/1RA/TA54;MAMDFMDF01MF010387;3124063435;10-07-2026;00000000;2026;7;6,00;0,11;No certificado
TMT1;0055;000000000000876899;4,340;M3;0,000;;TRU UL C2 S/F 3660x1220x18/1RA/TA54;MAMDFMDF01MF010387;3124063439;05-06-2026;00000000;2026;6;54,00;1,00;No certificado
TMT1;0055;000000000000876899;4,340;M3;0,000;;TRU UL C2 S/F 3660x1220x18/1RA/TA54;MAMDFMDF01MF010387;3124063445;05-06-2026;00000000;2026;6;54,00;1,00;No certificado
TMT1;0055;000000000000876899;4,340;M3;0,000;;TRU UL C2 S/F 3660x1220x18/1RA/TA54;MAMDFMDF01MF010387;3124063447;05-06-2026;00000000;2026;6;54,00;1,00;No certificado
TMT1;0055;000000000000876899;1,125;M3;0,000;;TRU UL C2 S/F 3660x1220x18/1RA/TA54;MAMDFMDF01MF010387;3124063453;03-07-2026;00000000;2026;7;14,00;0,26;No certificado
TMT1;0055;000000000000888779;1,313;M3;0,000;;TRU UL C2 S/F 2135x1220x14/1RA/TA69;MAMDFMDF01MF010564;3124199423;10-08-2026;00000000;2026;8;36,01;0,52;No certificado
TMT1;0055;000000000000891197;0,053;M3;0,000;;TRU UL C2 S/F 3660x1220x12/1RA/TA78;MAMDFMDF01MF010387;3124087863;23-04-2026;00000000;2026;5;0,99;0,01;No certificado
TMT1;0055;000000000000891197;0,214;M3;0,000;;TRU UL C2 S/F 3660x1220x12/1RA/TA78;MAMDFMDF01MF010387;3124114933;05-09-2026;00000000;2026;9;3,99;0,05;No certificado
TMT1;0055;000000000000891197;0,482;M3;0,000;;TRU UL C2 S/F 3660x1220x12/1RA/TA78;MAMDFMDF01MF010387;3124114942;05-06-2026;00000000;2026;6;9,00;0,12;No certificado
TMT1;0055;000000000000891197;1,768;M3;0,000;;TRU UL C2 S/F 3660x1220x12/1RA/TA78;MAMDFMDF01MF010387;3124164223;09-07-2026;00000000;2026;7;33,00;0,42;No certificado
TMT1;0055;000000000000891197;0,107;M3;0,000;;TRU UL C2 S/F 3660x1220x12/1RA/TA78;MAMDFMDF01MF010387;3124196381;01-09-2026;00000000;2026;9;2,00;0,03;No certificado
TMT1;0055;000000000000891197;1,072;M3;0,000;;TRU UL C2 S/F 3660x1220x12/1RA/TA78;MAMDFMDF01MF010387;3124196401;01-09-2026;00000000;2026;9;20,01;0,26;No certificado
TMT1;0055;000000000000891197;0,589;M3;0,000;;TRU UL C2 S/F 3660x1220x12/1RA/TA78;MAMDFMDF01MF010387;3124196409;26-08-2026;00000000;2026;9;10,99;0,14;No certificado
TMT1;0055;000000000000891200;0,670;M3;0,000;;TRU UL C2 S/F 3660x1220x15/1RA/TA64;MAMDFMDF01MF010387;3123735724;23-10-2025;00000000;2025;10;10,00;0,16;No certificado
TMT1;0055;000000000000891200;2,813;M3;0,000;;TRU UL C2 S/F 3660x1220x15/1RA/TA64;MAMDFMDF01MF010387;3124087147;22-04-2026;00000000;2026;4;41,99;0,66;No certificado
TMT1;0055;000000000000891200;3,550;M3;0,000;;TRU UL C2 S/F 3660x1220x15/1RA/TA64;MAMDFMDF01MF010387;3124166532;04-07-2026;00000000;2026;7;53,00;0,83;No certificado
TMT1;0055;000000000000891200;0,871;M3;0,000;;TRU UL C2 S/F 3660x1220x15/1RA/TA64;MAMDFMDF01MF010387;3124225198;03-09-2026;00000000;2026;9;13,00;0,20;No certificado
TMT1;0055;000000000000891201;0,911;M3;0,000;;TRU UL C2 S/F 5185x1220x18/1RA/TA54;MAMDFMDF01MF011213;3124170586;14-07-2026;00000000;2026;7;8,00;0,15;No certificado
TMT1;0055;000000000000891201;0,911;M3;0,000;;TRU UL C2 S/F 5185x1220x18/1RA/TA54;MAMDFMDF01MF011213;3124170596;14-07-2026;00000000;2026;8;8,00;0,15;No certificado
TMT1;0055;000000000000891201;5,238;M3;0,000;;TRU UL C2 S/F 5185x1220x18/1RA/TA54;MAMDFMDF01MF011213;3124198323;25-08-2026;00000000;2026;8;46,00;0,85;No certificado
TMT1;0055;000000000000902667;0,119;M3;0,000;;TRU UL C2 S/F 4880x1220x20/1RA/TA48;MAMDFMDF01MF010397;3124171345;24-07-2026;00000000;2026;7;1,00;0,02;No certificado
TMT1;0055;000000000001069778;0,148;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124048530;05-03-2026;00000000;2026;5;0,99;0,03;No certificado
TMT1;0055;000000000001069778;0,148;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124066866;23-03-2026;00000000;2026;7;0,99;0,03;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124171484;31-08-2026;00000000;2026;8;36,00;1,00;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178469;04-09-2026;00000000;2026;9;36,00;1,00;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178470;04-09-2026;00000000;2026;9;36,00;1,00;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178471;04-09-2026;00000000;2026;9;36,00;1,00;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178472;04-09-2026;00000000;2026;9;36,00;1,00;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178473;04-09-2026;00000000;2026;9;36,00;1,00;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178474;04-09-2026;00000000;2026;9;36,00;1,00;No certificado
TMT1;0055;000000000001069778;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178481;04-09-2026;00000000;2026;9;36,00;1,00;No certificado
TMT1;0055;000000000001069778;1,786;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178482;31-08-2026;00000000;2026;8;12,00;0,33;No certificado
TMT1;0055;000000000001069778;2,084;M3;0,000;;TRU UL C2 S/F 4880x1220x25/1RA/TA36;MAMDFMDF01MF010398;3124178503;31-08-2026;00000000;2026;8;14,00;0,39;No certificado
TMT1;0055;000000000001069779;0,001;M3;0,000;;TRU UL C2 S/F 5185x1220x25/1RA/TA38;MAMDFMDF01MF011202;3123956105;25-11-2025;00000000;2026;6;0,01;0,00;No certificado
TMT1;0055;000000000001069779;1,581;M3;0,000;;TRU UL C2 S/F 5185x1220x25/1RA/TA38;MAMDFMDF01MF011202;3124171383;18-08-2026;00000000;2026;8;10,00;0,26;No certificado
TMT1;0055;000000000001069779;1,265;M3;0,000;;TRU UL C2 S/F 5185x1220x25/1RA/TA38;MAMDFMDF01MF011202;3124171400;05-08-2026;00000000;2026;8;8,00;0,21;No certificado
TMT1;0055;000000000001069779;3,637;M3;0,000;;TRU UL C2 S/F 5185x1220x25/1RA/TA38;MAMDFMDF01MF011202;3124226082;05-09-2026;00000000;2026;9;23,00;0,61;No certificado
TMT1;0055;000000000001069780;0,177;M3;0,000;;TRU UL C2 S/F 4880x1220x30/1RA/TA30;MAMDFMDF01MF010398;3123965698;11-02-2026;00000000;2026;3;0,99;0,03;No certificado
TMT1;0055;000000000001069780;0,178;M3;0,000;;TRU UL C2 S/F 4880x1220x30/1RA/TA30;MAMDFMDF01MF010398;3124069986;30-03-2026;00000000;2026;4;1,00;0,03;No certificado
TMT1;0055;000000000001069780;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x30/1RA/TA30;MAMDFMDF01MF010398;3124161349;07-09-2026;00000000;2026;9;30,00;1,00;No certificado
TMT1;0055;000000000001069780;4,108;M3;0,000;;TRU UL C2 S/F 4880x1220x30/1RA/TA30;MAMDFMDF01MF010398;3124161367;03-09-2026;00000000;2026;9;23,00;0,77;No certificado
TMT1;0055;000000000001069780;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x30/1RA/TA30;MAMDFMDF01MF010398;3124161375;03-09-2026;00000000;2026;9;30,00;1,00;No certificado
TMT1;0055;000000000001069780;5,358;M3;0,000;;TRU UL C2 S/F 4880x1220x30/1RA/TA30;MAMDFMDF01MF010398;3124161384;03-09-2026;00000000;2026;9;30,00;1,00;No certificado
TMT1;0055;000000000001069780;2,858;M3;0,000;;TRU UL C2 S/F 4880x1220x30/1RA/TA30;MAMDFMDF01MF010398;3124162973;01-09-2026;00000000;2026;9;16,00;0,53;No certificado
TMT1;0055;000000000001169862;6,199;M3;0,000;;TRU LI C2 S/F 5185x1220x10/1RA/TA98;MAMDFMDF01MF010953;3124226692;10-09-2026;00000000;2026;9;97,99;6,20;No certificado
TMT1;0055;000000000001169862;6,199;M3;0,000;;TRU LI C2 S/F 5185x1220x10/1RA/TA98;MAMDFMDF01MF010953;3124226696;09-09-2026;00000000;2026;9;97,99;6,20;No certificado
TMT1;0055;000000000001169862;0,443;M3;0,000;;TRU LI C2 S/F 5185x1220x10/1RA/TA98;MAMDFMDF01MF010953;3124226697;10-09-2026;00000000;2026;9;7,00;0,44;No certificado
TMT1;0055;000000000001173881;0,062;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124077222;15-05-2026;00000000;2026;5;0,99;0,02;No certificado
TMT1;0055;000000000001173881;2,438;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124219335;01-09-2026;00000000;2026;9;39,00;0,61;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225728;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225737;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225738;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225739;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225740;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;1,438;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225787;09-09-2026;00000000;2026;9;23,00;0,36;No certificado
TMT1;0055;000000000001173881;1,313;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225800;09-09-2026;00000000;2026;9;21,00;0,33;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225808;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225809;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225811;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225812;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225820;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225821;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001173881;4,001;M3;0,000;;TRU UL C2 S/F 3660x1220x14/1RA/TA64;MAMDFMDF01MF010387;3124225833;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001178345;0,126;M3;0,000;;TRU UL C2 S/F 5185x1220x20/1RA/TA48;MAMDFMDF01MF011213;3124048459;27-02-2026;00000000;2026;6;1,00;0,02;No certificado
TMT1;0055;000000000001178345;0,001;M3;0,000;;TRU UL C2 S/F 5185x1220x20/1RA/TA48;MAMDFMDF01MF011213;3124066325;26-03-2026;00000000;2026;4;0,01;0,00;No certificado
TMT1;0055;000000000001178345;6,073;M3;0,000;;TRU UL C2 S/F 5185x1220x20/1RA/TA48;MAMDFMDF01MF011213;3124066337;26-03-2026;00000000;2026;3;48,00;1,00;No certificado
TMT1;0055;000000000001178345;6,073;M3;0,000;;TRU UL C2 S/F 5185x1220x20/1RA/TA48;MAMDFMDF01MF011213;3124066341;26-03-2026;00000000;2026;3;48,00;1,00;No certificado
TMT1;0055;000000000001178345;3,669;M3;0,000;;TRU UL C2 S/F 5185x1220x20/1RA/TA48;MAMDFMDF01MF011213;3124123482;24-08-2026;00000000;2026;8;29,00;0,60;No certificado
TMT1;0055;000000000001178345;0,001;M3;0,000;;TRU UL C2 S/F 5185x1220x20/1RA/TA48;MAMDFMDF01MF011213;3124157491;08-07-2026;00000000;2026;8;0,01;0,00;No certificado
TMT1;0055;000000000001178345;6,073;M3;0,000;;TRU UL C2 S/F 5185x1220x20/1RA/TA48;MAMDFMDF01MF011213;3124157502;24-08-2026;00000000;2026;8;48,00;1,00;No certificado
TMT1;0055;000000000001178347;0,130;M3;0,000;;TRU UL C2 S/F 4880x1220x22/1RA/TA44;MAMDFMDF01MF010397;3123956019;27-01-2026;00000000;2026;2;0,99;0,02;No certificado
TMT1;0055;000000000001178347;3,405;M3;0,000;;TRU UL C2 S/F 4880x1220x22/1RA/TA44;MAMDFMDF01MF010397;3124065911;03-09-2026;00000000;2026;9;26,00;0,59;No certificado
TMT1;0055;000000000001178347;5,763;M3;0,000;;TRU UL C2 S/F 4880x1220x22/1RA/TA44;MAMDFMDF01MF010397;3124065916;03-09-2026;00000000;2026;9;44,00;1,00;No certificado
TMT1;0055;000000000001178347;1,310;M3;0,000;;TRU UL C2 S/F 4880x1220x22/1RA/TA44;MAMDFMDF01MF010397;3124066125;01-09-2026;00000000;2026;9;10,00;0,23;No certificado
TMT1;0055;000000000001178347;5,763;M3;0,000;;TRU UL C2 S/F 4880x1220x22/1RA/TA44;MAMDFMDF01MF010397;3124066127;03-08-2026;00000000;2026;9;44,00;1,00;No certificado
TMT1;0055;000000000001178347;5,763;M3;0,000;;TRU UL C2 S/F 4880x1220x22/1RA/TA44;MAMDFMDF01MF010397;3124066141;03-09-2026;00000000;2026;9;44,00;1,00;No certificado
TMT1;0055;000000000001178347;5,763;M3;0,000;;TRU UL C2 S/F 4880x1220x22/1RA/TA44;MAMDFMDF01MF010397;3124066147;03-09-2026;00000000;2026;9;44,00;1,00;No certificado
TMT1;0055;000000000001178348;1,614;M3;0,000;;TRU UL C2 S/F 4324x1220x17/1RA/TA54;MAMDFMDF01MF011212;3124048086;17-04-2026;00000000;2026;9;18,00;1,61;No certificado
TMT1;0055;000000000001178348;4,843;M3;0,000;;TRU UL C2 S/F 4324x1220x17/1RA/TA54;MAMDFMDF01MF011212;3124123820;07-09-2026;00000000;2026;9;54,00;4,84;No certificado
TMT1;0055;000000000001178348;0,718;M3;0,000;;TRU UL C2 S/F 4324x1220x17/1RA/TA54;MAMDFMDF01MF011212;3124123829;16-06-2026;00000000;2026;9;8,01;0,72;No certificado
TMT1;0055;000000000001178349;1,240;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124023069;16-03-2026;00000000;2026;7;14,00;1,24;No certificado
TMT1;0055;000000000001178349;0,001;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124110487;18-05-2026;00000000;2026;7;0,01;0,00;No certificado
TMT1;0055;000000000001178349;4,782;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124179267;07-09-2026;00000000;2026;9;54,00;4,78;No certificado
TMT1;0055;000000000001178349;4,782;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124179277;07-09-2026;00000000;2026;9;54,00;4,78;No certificado
TMT1;0055;000000000001178349;4,782;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124179278;07-09-2026;00000000;2026;9;54,00;4,78;No certificado
TMT1;0055;000000000001178349;4,782;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124179282;07-09-2026;00000000;2026;9;54,00;4,78;No certificado
TMT1;0055;000000000001178349;0,001;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124179286;06-08-2026;00000000;2026;9;0,01;0,00;No certificado
TMT1;0055;000000000001178349;3,365;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124194076;01-09-2026;00000000;2026;9;38,00;3,37;No certificado
TMT1;0055;000000000001178349;4,782;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124194086;03-09-2026;00000000;2026;9;54,00;4,78;No certificado
TMT1;0055;000000000001178349;4,782;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124194087;03-09-2026;00000000;2026;9;54,00;4,78;No certificado
TMT1;0055;000000000001178349;2,126;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124194091;03-09-2026;00000000;2026;9;24,01;2,13;No certificado
TMT1;0055;000000000001178349;4,782;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124194092;03-09-2026;00000000;2026;9;54,00;4,78;No certificado
TMT1;0055;000000000001178349;2,745;M3;0,000;;TRU UL C2 S/F 4270x1220x17/1RA/TA54;MAMDFMDF01MF010392;3124194287;07-09-2026;00000000;2026;9;31,00;2,75;No certificado
TMT1;0055;000000000001178350;5,419;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227312;09-09-2026;00000000;2026;9;54,00;1,00;No certificado
TMT1;0055;000000000001178350;5,419;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227315;09-09-2026;00000000;2026;9;54,00;1,00;No certificado
TMT1;0055;000000000001178350;5,419;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227316;09-09-2026;00000000;2026;9;54,00;1,00;No certificado
TMT1;0055;000000000001178350;5,419;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227319;09-09-2026;00000000;2026;9;54,00;1,00;No certificado
TMT1;0055;000000000001178350;5,419;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227320;09-09-2026;00000000;2026;9;54,00;1,00;No certificado
TMT1;0055;000000000001178350;5,419;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227325;09-09-2026;00000000;2026;9;54,00;1,00;No certificado
TMT1;0055;000000000001178350;5,419;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227326;09-09-2026;00000000;2026;9;54,00;1,00;No certificado
TMT1;0055;000000000001178350;2,810;M3;0,000;;TRU UL C2 S/F 4570X1220X18/1RA/TA54L2;MAMDFMDF01MF011214;3124227327;09-09-2026;00000000;2026;9;28,00;0,52;No certificado
TMT1;0055;000000000001178351;0,001;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124068934;26-03-2026;00000000;2026;4;0,01;0,00;No certificado
TMT1;0055;000000000001178351;0,001;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124068939;26-03-2026;00000000;2026;6;0,01;0,00;No certificado
TMT1;0055;000000000001178351;0,001;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124072512;07-04-2026;00000000;2026;4;0,01;0,00;No certificado
TMT1;0055;000000000001178351;0,001;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124200166;18-08-2026;00000000;2026;8;0,01;0,00;No certificado
TMT1;0055;000000000001178351;1,875;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124219435;09-09-2026;00000000;2026;9;21,00;0,33;No certificado
TMT1;0055;000000000001178351;5,715;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124219436;09-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001178351;0,358;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124219467;27-08-2026;00000000;2026;9;4,01;0,06;No certificado
TMT1;0055;000000000001178351;3,125;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124219470;27-08-2026;00000000;2026;9;35,00;0,55;No certificado
TMT1;0055;000000000001178351;0,088;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124219522;25-08-2026;00000000;2026;9;0,99;0,02;No certificado
TMT1;0055;000000000001178351;1,518;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124219534;25-08-2026;00000000;2026;8;17,00;0,27;No certificado
TMT1;0055;000000000001178351;5,715;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124222452;01-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001178351;5,715;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124225505;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001178351;5,715;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124225510;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001178351;5,715;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124225511;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001178351;5,715;M3;0,000;;TRU UL C2 S/F 4880x1220x15/1RA/TA64L2;MAMDFMDF01MF010397;3124225514;10-09-2026;00000000;2026;9;64,00;1,00;No certificado
TMT1;0055;000000000001178355;0,106;M3;0,000;;TRU UL C2 S/F 4880x1220x18/1RA/TA54L2;MAMDFMDF01MF010397;3124059973;16-03-2026;00000000;2026;4;0,99;0,02;No certificado
TMT1;0055;000000000001178355;0,106;M3;0,000;;TRU UL C2 S/F 4880x1220x18/1RA/TA54L2;MAMDFMDF01MF010397;3124060108;11-03-2026;00000000;2026;4;0,99;0,02;No certificado
TMT1;0055;000000000001178355;0,106;M3;0,000;;TRU UL C2 S/F 4880x1220x18/1RA/TA54L2;MAMDFMDF01MF010397;3124065111;20-03-2026;00000000;2026;5;0,99;0,02;No certificado
TMT1;0055;000000000001178355;0,106;M3;0,000;;TRU UL C2 S/F 4880x1220x18/1RA/TA54L2;MAMDFMDF01MF010397;3124068052;07-04-2026;00000000;2026;6;0,99;0,02;No certificado
TMT1;0055;000000000001178355;0,107;M3;0,000;;TRU UL C2 S/F 4880x1220x18/1RA/TA54L2;MAMDFMDF01MF010397;3124068100;30-03-2026;00000000;2026;5;1,00;0,02;No certificado
